# name: NOAA-Weather
# source: https://www.ncei.noaa.gov/access/services/data/v1
# import date: 12/13/2023&comma; 4:17:52 PM
# description: Historical weather data fetched from NOAA. Note that the attribute "utc" has been hidden.
# attribute -- name: where, description: weather station, type: categorical, editable: true
# attribute -- name: latitude, description: Latitude of weather station, type: numeric, unit: º, editable: true
# attribute -- name: longitude, description: Longitude of weather station, type: numeric, unit: º, editable: true
# attribute -- name: elevation, description: Elevation of weather station, type: numeric, unit: ft, precision: 0, editable: true
# attribute -- name: when, description: When the observation occurred in weather station's standard time, type: date, editable: true
# attribute -- name: tMax, description: Maximum temperature, unit: °F, editable: true
# attribute -- name: tMin, description: Minimum temperature, unit: °F, editable: true
# attribute -- name: tAvg, description: Average temperature, unit: °F, editable: true
# attribute -- name: precip, description: Precipitation, unit: in, editable: true
where,latitude,longitude,elevation,when,tMax,tMin,tAvg,precip
WESTERLY STATE AIRPORT,41.35,-71.799,81.036748,2023-07,81.68,67.1,74.30000000000001,5.181102362204724
WESTERLY STATE AIRPORT,41.35,-71.799,81.036748,2023-08,77.72,62.78,70.34,4.559055118110236
WESTERLY STATE AIRPORT,41.35,-71.799,81.036748,2023-09,74.12,58.82,66.56,5.192913385826772
WESTERLY STATE AIRPORT,41.35,-71.799,81.036748,2023-10,65.84,48.379999999999995,57.2,2.8897637795275593
WESTERLY STATE AIRPORT,41.35,-71.799,81.036748,2023-11,51.8,32.54,42.08,1.31496062992126
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2014-01,38.12,19.58,28.759999999999998,1.1614173228346458
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2014-02,36.32,21.02,28.759999999999998,0.641732283464567
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2014-03,43.16,24.98,33.98,2.066929133858268
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2014-04,55.58,37.58,46.58,1.3818897637795278
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2014-05,66.02,48.019999999999996,57.019999999999996,1.830708661417323
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2014-06,74.30000000000001,56.120000000000005,65.30000000000001,1.1456692913385829
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2014-07,77.9,62.96,70.52,0.421259842519685
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2014-08,76.64,59.18,67.82,2.6811023622047245
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2014-09,73.03999999999999,54.86,64.03999999999999,0.3031496062992126
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2014-10,63.31999999999999,46.76,55.040000000000006,1.8110236220472442
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2014-11,50,33.26,41.54,2.0944881889763782
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2014-12,43.7,30.74,37.22,2.8070866141732282
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2015-01,34.7,18.68,26.6,1.2322834645669292
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2015-02,28.58,8.240000000000002,18.32,0.4724409448818898
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2015-03,40.1,23.54,31.82,1.3307086614173227
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2015-04,56.66,37.4,46.94,0.7598425196850395
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2015-05,66.92,49.28,58.1,1.0708661417322836
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2015-06,71.96000000000001,56.66,64.22,2.7834645669291342
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2015-07,79.88,64.75999999999999,72.32,1.1456692913385829
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2015-08,80.6,64.75999999999999,72.68,1.5118110236220472
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2015-09,77.36,58.1,67.64,4.496062992125984
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2015-10,62.42,43.879999999999995,53.06,2.405511811023622
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2015-11,56.66,39.019999999999996,47.84,0.9881889763779529
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2015-12,53.96,39.38,46.76,3.645669291338583
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2016-01,40.82,24.8,32.72,1.4015748031496065
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2016-02,42.8,25.34,33.98,1.688976377952756
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2016-03,,,,0.7755905511811024
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2016-04,55.58,36.86,46.22,1.4960629921259843
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2016-05,65.30000000000001,48.019999999999996,56.66,3.389763779527559
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2016-06,74.66,57.379999999999995,66.02,0.48425196850393704
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2016-07,82.22,65.48,73.75999999999999,1.5669291338582676
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2016-08,83.12,67.28,75.2,3.019685039370079
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2016-09,76.46000000000001,60.44,68.36,3.8385826771653546
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2016-10,66.38,48.019999999999996,57.379999999999995,4.874015748031496
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2016-11,58.28,39.2,48.74,2.9133858267716537
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2016-12,46.94,30.38,38.66,3.389763779527559
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2017-01,42.44,29.12,35.78,3.755905511811024
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2017-02,44.06,27.68,35.96,1.4842519685039373
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2017-03,44.24,27.5,35.78,3.7401574803149606
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2017-04,59,42.980000000000004,50.900000000000006,5.12992125984252
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2017-05,63.5,48.92,56.120000000000005,5.940944881889765
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2017-06,73.4,57.2,65.30000000000001,3.4488188976377954
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2017-07,78.44,63.68000000000001,71.06,1.5000000000000002
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2017-08,78.44,60.980000000000004,69.62,1.4724409448818898
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2017-09,74.30000000000001,59,66.56,3.1535433070866143
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2017-10,68.9,51.620000000000005,60.26,7.346456692913386
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2017-11,53.96,35.24,44.6,1.921259842519685
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2017-12,39.019999999999996,25.7,32.36,0.5118110236220472
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2018-01,36.68,20.479999999999997,28.58,0.3031496062992126
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2018-02,46.58,30.38,38.480000000000004,1.425196850393701
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2018-03,45.68,32,38.84,3.4645669291338583
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2018-04,52.34,35.78,44.06,4.291338582677166
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2018-05,66.92,50.72,58.82,2.437007874015748
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2018-06,72.68,57.019999999999996,64.94,2.9606299212598426
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2018-07,79.88,65.30000000000001,72.5,4.196850393700787
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2018-08,82.22,68.18,75.2,3.232283464566929
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2018-09,74.12,60.980000000000004,67.46000000000001,4.897637795275591
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2018-10,62.6,46.04,54.32,0
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2018-11,49.82,35.78,42.8,5.803149606299213
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2018-12,44.24,28.759999999999998,36.5,4.019685039370079
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2019-01,39.019999999999996,21.92,30.38,6.086614173228346
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2019-02,40.28,26.24,33.26,2.8188976377952755
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2019-03,44.24,29.66,36.86,3.1062992125984255
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2019-04,56.84,41.36,49.1,6.275590551181103
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2019-05,66.02,50.540000000000006,58.28,4.4921259842519685
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2019-06,75.74000000000001,59.72,67.64,5.413385826771654
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2019-07,83.48,67.82,75.74000000000001,5.531496062992126
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2019-08,80.78,65.48,73.22,3.7952755905511815
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2019-09,75.38,56.120000000000005,65.84,0.9409448818897638
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2019-10,64.22,48.379999999999995,56.3,7.73228346456693
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2019-11,50.900000000000006,31.82,41.36,2.598425196850394
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2019-12,42.08,28.04,35.06,5.661417322834646
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2020-01,42.8,27.86,35.42,1.4370078740157481
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2020-02,42.26,28.58,35.42,3.1850393700787407
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2020-03,50.18,34.16,42.08,4.10236220472441
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2020-04,51.620000000000005,36.14,43.879999999999995,4.547244094488189
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2020-05,62.96,45.68,54.32,2.8897637795275593
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2020-06,74.48,57.92,66.2,2.1535433070866143
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2020-07,81.86,67.28,74.66,1.3858267716535435
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2020-08,80.24000000000001,65.66,72.86,1.2244094488188977
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2020-09,73.4,55.94,64.75999999999999,0.30708661417322836
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2020-10,62.78,47.3,55.040000000000006,4.803149606299213
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2020-11,57.379999999999995,37.58,47.480000000000004,4.649606299212598
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2020-12,44.06,28.759999999999998,36.5,5.145669291338582
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2021-01,39.56,24.62,32,2.7401574803149606
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2021-02,38.66,25.52,32.18,2.3228346456692917
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2021-03,48.74,29.84,39.2,4.330708661417323
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2021-04,56.480000000000004,39.2,47.84,2.9133858267716537
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2021-05,66.2,47.66,57.019999999999996,4.374015748031496
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2021-06,74.66,58.64,66.56,1.2244094488188977
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2021-07,77.53999999999999,63.86,70.7,4.425196850393701
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2021-08,79.88,66.2,73.03999999999999,1.1535433070866143
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2021-09,74.84,59.36,67.1,6.02755905511811
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2021-10,66.02,50.540000000000006,58.28,5.791338582677166
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2021-11,52.879999999999995,32.9,42.8,1.921259842519685
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2021-12,46.22,32.18,39.2,1.2086614173228347
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2022-01,36.86,19.04,28.04,2.0118110236220472
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2022-02,42.8,,,4.15748031496063
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2022-03,50.540000000000006,32.54,41.54,2.704724409448819
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2022-04,57.74,40.1,48.92,2.421259842519685
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2022-05,68,51.8,59.900000000000006,1.9763779527559058
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2022-06,75.2,58.28,66.74000000000001,2.4330708661417324
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2022-07,83.66,66.92,75.38,1.3543307086614174
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2022-08,83.66,68.36,75.92,2.555118110236221
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2022-09,75.38,58.46,66.92,6.094488188976379
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2022-10,64.94,48.2,56.66,3.8937007874015754
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2022-11,58.28,39.74,49.1,2.3700787401574805
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2022-12,45.86,30.02,37.94,4.897637795275591
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2023-01,47.84,33.98,40.82,4.984251968503937
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2023-02,46.94,27.68,37.22,1.0393700787401574
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2023-03,50.36,33.8,42.08,2.330708661417323
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2023-04,60.620000000000005,43.52,51.980000000000004,4.251968503937008
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2023-05,68.36,47.480000000000004,57.92,2.216535433070866
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2023-06,73.58000000000001,58.82,66.2,1.893700787401575
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2023-07,82.58000000000001,68.9,75.74000000000001,5.405511811023623
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2023-08,79.16,64.94,72.14,3.12992125984252
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2023-09,75.74000000000001,59.900000000000006,67.82,
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2023-10,66.92,50,58.46,2.590551181102362
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2023-11,52.519999999999996,33.44,42.980000000000004,1.531496062992126
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2014-01,33.8,14.719999999999999,24.259999999999998,1.062992125984252
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2014-02,,,,0.8110236220472442
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2014-03,41.9,22.64,32.18,2.4488188976377954
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2014-04,59.18,36.32,47.66,2.952755905511811
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2014-05,70.34,48.379999999999995,59.36,4.23228346456693
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2014-06,79.7,56.480000000000004,68.18,1.346456692913386
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2014-07,83.48,62.42,73.03999999999999,3.6771653543307092
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2014-08,81.68,57.379999999999995,69.62,2.484251968503937
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2014-09,76.64,52.7,64.58000000000001,0.7952755905511811
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2014-10,64.75999999999999,43.7,54.32,3.6220472440944884
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2014-11,50.18,30.02,40.1,4.05511811023622
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2014-12,42.44,28.58,35.42,3.9606299212598426
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2015-01,33.26,15.620000000000001,24.439999999999998,2.5748031496062995
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2015-02,28.04,4.099999999999998,15.98,0.4724409448818898
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2015-03,42.08,22.46,32.18,1.0157480314960632
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2015-04,59.900000000000006,36.5,48.2,1.562992125984252
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2015-05,77.18,49.82,63.5,1.2125984251968505
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2015-06,77.18,57.019999999999996,67.1,4.212598425196851
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2015-07,85.28,63.14,74.12,1.0275590551181104
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2015-08,86.18,61.7,73.94,1.4881889763779528
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2015-09,82.94,56.3,69.62,2.625984251968504
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2015-10,64.58000000000001,41,52.7,1.5157480314960632
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2015-11,57.74,36.5,47.120000000000005,1.531496062992126
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2015-12,53.6,36.68,45.14,2.456692913385827
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2016-01,41.18,21.92,31.64,1.374015748031496
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2016-02,42.620000000000005,21.02,31.82,3.2047244094488194
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2016-03,55.22,33.8,44.6,0.9645669291338583
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2016-04,59.540000000000006,36.86,48.2,1.909448818897638
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2016-05,71.6,48.379999999999995,60.08,2.614173228346457
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2016-06,81.32,57.019999999999996,69.08000000000001,1.4055118110236222
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2016-07,87.80000000000001,64.4,76.1,4.137795275590551
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2016-08,87.25999999999999,64.94,76.1,2.0826771653543306
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2016-09,79.52,57.56,68.53999999999999,1.4055118110236222
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2016-10,66.92,44.06,55.400000000000006,1.531496062992126
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2016-11,57.019999999999996,33.26,45.14,2.4803149606299213
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2016-12,43.16,25.16,34.16,2.5511811023622046
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2017-01,41.9,26.24,34.16,2.3110236220472444
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2017-02,46.04,24.62,35.24,1.141732283464567
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2017-03,44.06,25.52,34.88,2.3070866141732287
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2017-04,64.58000000000001,43.7,54.14,2.7559055118110236
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2017-05,67.28,48.019999999999996,57.56,5.248031496062993
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2017-06,78.62,55.400000000000006,67.1,3.0905511811023625
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2017-07,82.03999999999999,61.519999999999996,71.78,3.75984251968504
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2017-08,80.6,58.1,69.44,2.4645669291338583
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2017-09,77.36,56.120000000000005,66.74000000000001,1.3503937007874016
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2017-10,70.88,47.3,59.18,8.039370078740157
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2017-11,51.08,30.38,40.82,1.503937007874016
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2017-12,35.96,19.759999999999998,27.86,2.0944881889763782
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2018-01,35.24,15.259999999999998,25.16,3.4881889763779528
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2018-02,45.32,27.14,36.14,5.97244094488189
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2018-03,45.68,28.94,37.22,1.8425196850393701
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2018-04,54.14,33.44,43.879999999999995,6.618110236220472
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2018-05,74.48,51.44,62.96,1.9960629921259845
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2018-06,78.08000000000001,55.22,66.56,3.5000000000000004
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2018-07,85.82,64.03999999999999,74.84,3.866141732283465
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2018-08,84.92,65.84,75.38,5.267716535433071
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2018-09,75.56,59.36,67.46000000000001,8.791338582677167
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2018-10,62.6,42.8,52.7,4.10236220472441
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2018-11,47.66,31.28,39.38,7.04724409448819
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2018-12,43.16,25.7,34.34,5.925196850393701
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2019-01,36.68,19.58,28.22,6.421259842519685
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2019-02,39.38,23.9,31.64,3.177165354330709
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2019-03,46.4,25.88,36.14,2.905511811023622
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2019-04,60.26,40.64,50.540000000000006,7.374015748031497
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2019-05,69.62,49.28,59.540000000000006,3.7795275590551185
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2019-06,78.62,57.379999999999995,68,2.803149606299213
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2019-07,88.52,64.94,76.64,0.46850393700787407
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2019-08,82.58000000000001,60.620000000000005,71.6,2.6023622047244093
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2019-09,75.92,51.620000000000005,63.68000000000001,3.547244094488189
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2019-10,64.03999999999999,45.5,54.68,7.4015748031496065
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2019-11,48.019999999999996,28.22,38.12,1.6456692913385826
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2019-12,39.74,23.72,31.82,7.484251968503937
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2020-01,42.620000000000005,25.34,33.98,2.4448818897637796
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2020-02,43.16,26.96,35.06,3.7952755905511815
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2020-03,52.7,32.54,42.620000000000005,4.421259842519685
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2020-04,54.5,35.78,45.14,7.051181102362205
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2020-05,68.72,46.22,57.379999999999995,3.0118110236220472
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2020-06,81.5,57.74,69.62,3.1023622047244097
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2020-07,87.44,66.92,77.18,2.0866141732283467
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2020-08,,,,2.779527559055118
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2020-09,76.1,53.42,64.75999999999999,2.2440944881889764
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2020-10,63.31999999999999,44.06,53.78,5.523622047244095
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2020-11,57.74,33.44,45.5,5.263779527559055
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2020-12,42.8,24.439999999999998,33.62,5.8385826771653555
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2021-01,37.76,23,30.38,1.6220472440944884
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2021-02,37.22,20.84,29.12,3.523622047244095
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2021-03,51.8,29.84,40.82,3.051181102362205
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2021-04,61.519999999999996,37.58,49.64,2.8543307086614176
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2021-05,70.52,46.22,58.46,5.019685039370079
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2021-06,82.4,59,70.7,0.9291338582677167
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2021-07,81.32,63.86,72.68,8.370078740157481
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2021-08,83.48,65.48,74.48,5.433070866141732
